datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,db20,12.0; 267.5; 120.4; 9.0; 33.4; 2071.3; 1020.6,24135.60,tpch,100
hudi,presto,db16,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,80187.41,tpch,100
hudi,presto,db17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,11528.32,tpch,100
hudi,presto,db18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,12004.49,tpch,100
hudi,presto,db19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,12142.94,tpch,100
hudi,presto,db2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,109370.23,tpch,100
hudi,presto,db20,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,38003.88,tpch,100
hudi,presto,db21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,121569.35,tpch,100
hudi,presto,db22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,31669.74,tpch,100
hudi,presto,db3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,106648.56,tpch,100
hudi,presto,db4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,73134.01,tpch,100
hudi,presto,db5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,101020.82,tpch,100
hudi,presto,db6,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,99284.88,tpch,100
hudi,presto,db7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,95195.16,tpch,100
hudi,presto,db8,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,93229.06,tpch,100
hudi,presto,db9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,33182.11,tpch,100
hudi,presto,db1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,26180.56,tpch,100
hudi,presto,db10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,70001.94,tpch,100
hudi,presto,db11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,78838.14,tpch,100
hudi,presto,db12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,69357.03,tpch,100
hudi,presto,db13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,9921.7,tpch,100
hudi,presto,db14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,77787.09,tpch,100
hudi,presto,db15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,51265.83,tpch,100
hudi,presto,db16,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,10741.8,tpch,100
hudi,presto,db17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,85863.3,tpch,100
hudi,presto,db18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,90087.31,tpch,100
hudi,presto,db19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,80835.71,tpch,100
hudi,presto,db2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,13580.63,tpch,100
hudi,presto,db20,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,41233.47,tpch,100
hudi,presto,db21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,35465.43,tpch,100
hudi,presto,db22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,39640.82,tpch,100
hudi,presto,db3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,15152.17,tpch,100
hudi,presto,db4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,33933.55,tpch,100
hudi,presto,db5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,13603.55,tpch,100
hudi,presto,db6,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,14005.11,tpch,100
hudi,presto,db7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,12496.07,tpch,100
hudi,presto,db8,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,13131.72,tpch,100
hudi,presto,db9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,14902.57,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,83482.98,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,40991.41,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,25380.36,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,24708.51,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,23585.51,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,16274.18,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,23093.12,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,13212.75,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,28787.61,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,47841.98,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,17427.74,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,22031.78,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,21750.43,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,94465.79,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,11150.13,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,24675.31,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,14388.13,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,39902.43,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,9624.22,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,43356.94,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,46460.95,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,52853.96,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,95298.16,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,111694.36,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,58769.99,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,51037.01,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,35283.18,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,22943.72,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,47046.48,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,42652.69,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,55435.62,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,92340.83,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,31609.01,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,70581.61,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,36575.05,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,155667.64,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,22529.44,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,43422.66,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,22454.0,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,62055.45,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,12254.47,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,68121.23,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,83813.71,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,80793.81,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,119802.5,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,285268.14,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,312683.42,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,84467.61,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,224968.74,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,85158.24,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,141990.0,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,125757.23,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,163496.44,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,171472.76,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,94961.48,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,267655.28,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,90451.02,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,420996.71,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,50993.33,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,240778.31,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,83481.47,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,295432.48,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,11182.19,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,255180.99,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,300957.27,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,260521.07,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,95068.1,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,149049.56,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,107388.23,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,39016.5,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,59377.9,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,43095.54,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,70846.45,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,57663.64,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,108338.81,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,113667.68,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,39445.24,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,113864.41,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,47532.07,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,1823.36,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,34128.68,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,60394.96,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,28451.51,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,106029.76,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,12414.64,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,113542.5,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,127434.43,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,122498.59,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,86081.35,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,85767.76,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,51438.51,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,30274.13,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,31669.3,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,19980.66,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,37732.87,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,25103.15,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,51875.87,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,77148.08,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,21418.14,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,40351.23,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,30988.51,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,117073.23,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,37858.06,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,50553.84,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,22900.33,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,51653.36,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,9920.44,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,62378.5,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,55283.4,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,73506.29,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,80966.55,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,43073.87,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,25191.29,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,31081.57,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,28694.0,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,15375.46,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,28238.15,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,16097.39,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,32866.4,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,57834.27,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,19405.97,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,24632.58,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,26728.98,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,95501.46,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,12486.15,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,33369.02,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,21220.29,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,39537.3,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,17441.25,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,44682.8,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,56923.65,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,57666.04,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,74735.4,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,62681.01,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,35716.64,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,24120.54,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,26763.68,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,17822.32,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,31033.62,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,19980.59,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,41832.35,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,61924.76,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,19538.7,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,26648.17,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,29030.0,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,123025.65,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,11063.35,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,39804.07,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,21418.96,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,45373.25,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,12457.72,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,48227.5,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,52775.95,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,53254.28,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,80099.16,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,48471.2,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,31009.86,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,23871.44,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,18702.77,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,17928.73,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,26676.39,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,15763.51,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,37710.34,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,61268.97,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,16899.4,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,22594.11,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,26312.81,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,96024.74,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,12611.17,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,78695.86,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,20605.74,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,51797.39,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,10786.78,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,52482.91,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,54136.28,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,50231.42,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,121738.78,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,249506.05,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,324776.62,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,92873.47,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,278224.77,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,142754.03,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,237187.2,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,126749.46,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,140912.79,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,209120.72,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,96251.23,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,277399.66,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,112043.64,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,384116.55,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,81376.22,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,152906.82,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,73611.79,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,275178.98,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,13336.08,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,234307.74,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,355697.72,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,241462.28,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,109687.75,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,83639.07,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,48914.45,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,29244.71,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,50088.23,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,21624.73,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,45202.38,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,37569.76,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,63113.75,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,79751.97,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,30471.14,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,67272.97,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,35309.27,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,146139.88,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,18572.21,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,38761.79,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,29001.57,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,64887.86,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,10419.59,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,58421.4,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,71096.94,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,76305.61,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,102920.18,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,140126.39,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,125275.26,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,49359.91,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,107392.13,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,49182.53,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,83993.84,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,47013.31,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,69475.24,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,87735.14,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,45622.98,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,95845.17,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,54993.67,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,221971.54,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,28721.24,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,62777.8,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,31583.71,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,91584.5,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,20072.95,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,87093.03,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,124565.39,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,106102.65,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,110708.15,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,89203.55,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,70061.01,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,36055.29,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,42764.41,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,28520.43,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,48911.76,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,36192.3,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,55220.47,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,83085.74,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,28015.28,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,70643.53,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,39108.28,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,150504.14,tpch,100
hudi,presto,db22,16;200;20;18;18;32;32,22280.78,tpch,100
hudi,presto,db3,16;200;20;18;18;32;32,36047.2,tpch,100
hudi,presto,db4,16;200;20;18;18;32;32,19474.0,tpch,100
hudi,presto,db5,16;200;20;18;18;32;32,76778.16,tpch,100
hudi,presto,db6,16;200;20;18;18;32;32,10328.83,tpch,100
hudi,presto,db7,16;200;20;18;18;32;32,89849.31,tpch,100
hudi,presto,db8,16;200;20;18;18;32;32,80746.93,tpch,100
hudi,presto,db9,16;200;20;18;18;32;32,77532.78,tpch,100
hudi,presto,db1,16;200;20;18;18;32;32,75153.7,tpch,100
hudi,presto,db10,16;200;20;18;18;32;32,71546.79,tpch,100
hudi,presto,db11,16;200;20;18;18;32;32,23571.0,tpch,100
hudi,presto,db12,16;200;20;18;18;32;32,22143.76,tpch,100
hudi,presto,db13,16;200;20;18;18;32;32,21334.35,tpch,100
hudi,presto,db14,16;200;20;18;18;32;32,17609.9,tpch,100
hudi,presto,db15,16;200;20;18;18;32;32,28150.96,tpch,100
hudi,presto,db16,16;200;20;18;18;32;32,17616.47,tpch,100
hudi,presto,db17,16;200;20;18;18;32;32,37678.08,tpch,100
hudi,presto,db18,16;200;20;18;18;32;32,67230.96,tpch,100
hudi,presto,db19,16;200;20;18;18;32;32,15486.39,tpch,100
hudi,presto,db2,16;200;20;18;18;32;32,25480.32,tpch,100
hudi,presto,db20,16;200;20;18;18;32;32,31388.95,tpch,100
hudi,presto,db21,16;200;20;18;18;32;32,101427.35,tpch,100
