datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,db19,7.2; 119.8; 48.4; 20.6; 30.2; 888.2; 928.5,26079.28,tpch,100
delta,presto,db13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,31846.4,tpch,100
delta,presto,db14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,55830.38,tpch,100
delta,presto,db15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,10787.81,tpch,100
delta,presto,db16,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,28927.41,tpch,100
delta,presto,db17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,12218.59,tpch,100
delta,presto,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,33110.45,tpch,100
delta,presto,db19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,28968.93,tpch,100
delta,presto,db2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,52110.83,tpch,100
delta,presto,db20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,36735.13,tpch,100
delta,presto,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,16684.68,tpch,100
delta,presto,db22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,35407.59,tpch,100
delta,presto,db3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,29616.81,tpch,100
delta,presto,db4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,46881.48,tpch,100
delta,presto,db5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,39176.25,tpch,100
delta,presto,db6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,30595.03,tpch,100
delta,presto,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,35146.35,tpch,100
delta,presto,db8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,13345.44,tpch,100
delta,presto,db9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,61251.51,tpch,100
delta,presto,db1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,90604.06,tpch,100
delta,presto,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,21023.65,tpch,100
delta,presto,db11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,11075.89,tpch,100
delta,presto,db12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,79207.61,tpch,100
delta,presto,db13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,63400.85,tpch,100
delta,presto,db14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,82055.23,tpch,100
delta,presto,db15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,10714.22,tpch,100
delta,presto,db16,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,11270.28,tpch,100
delta,presto,db17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,12580.72,tpch,100
delta,presto,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,12674.64,tpch,100
delta,presto,db19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,11206.65,tpch,100
delta,presto,db2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,29235.65,tpch,100
delta,presto,db20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,37354.89,tpch,100
delta,presto,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,15967.5,tpch,100
delta,presto,db22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,80021.74,tpch,100
delta,presto,db3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,51633.85,tpch,100
delta,presto,db4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,108278.8,tpch,100
delta,presto,db5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,57743.61,tpch,100
delta,presto,db6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,106837.32,tpch,100
delta,presto,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,28662.34,tpch,100
delta,presto,db8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,13074.95,tpch,100
delta,presto,db9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,28066.51,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,39839.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,29201.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,53843.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,27106.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,32484.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,56711.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,12646.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,152640.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,29171.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,27885.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,46055.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,10471.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,52370.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,24538.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,18116.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,98076.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,40013.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,51673.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,40767.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,44859.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,32637.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,55749.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,15517.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,150680.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,69570.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,57418.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,13679.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,73247.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,34196.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,23294.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,40454.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,35899.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,41585.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,38874.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,38665.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,64087.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,27778.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,41453.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,71559.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,16793.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,30802.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,23249.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,41895.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,125060.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,32128.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,38638.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,28951.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,30246.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,63213.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,22057.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,205227.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,41631.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,53581.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,56871.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,26830.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,93394.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,41613.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,38032.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,55245.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,37840.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,38335.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,38144.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,55383.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,14063.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,151297.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,121298.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,43818.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,67003.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,201604.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,13192.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,34772.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,105724.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,20100.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,120518.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,118110.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,51861.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,56372.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,42602.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,49317.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,34104.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,73529.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,26538.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,76248.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,65556.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,17835.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,93093.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,31722.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,27027.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,186.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,182.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,183.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,178.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,39839.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,29201.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,53843.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,27106.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,32484.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,56711.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,12646.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,152640.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,29171.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,27885.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,46055.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,10471.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,52370.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,24538.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,18116.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,98076.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,40013.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,51673.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,40767.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,44859.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,32637.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,55749.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,15517.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,150680.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,69570.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,57418.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,13679.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,73247.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,34196.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,23294.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,40454.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,35899.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,41585.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,38874.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,38665.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,64087.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,27778.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,41453.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,71559.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,16793.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,30802.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,23249.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,41895.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,125060.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,32128.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,38638.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,28951.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,30246.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,63213.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,22057.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,205227.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,41631.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,53581.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,56871.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,26830.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,93394.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,41613.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,38032.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,55245.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,37840.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,38335.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,38144.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,55383.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,14063.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,151297.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,121298.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,43818.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,67003.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,201604.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,13192.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,34772.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,105724.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,20100.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,120518.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,118110.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,51861.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,56372.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,42602.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,49317.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,34104.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,73529.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,26538.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,76248.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,65556.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,17835.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,93093.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,31722.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,27027.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,186.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
